Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
New Model Army,The Hunt - 2005 Remaster,32.0,0.476,0.943,5.0,-7.726,1,0.0845,0.00547,0.0579,0.123,0.542,169.854,252200.0,4,10
Lil Baby,Errbody,73.0,0.887,0.606,2.0,-6.572,1,0.324,0.000407,,0.151,0.272,139.995,210699.0,4,5
Paradise Lost,Say Just Words,45.0,0.508,0.924,8.0,-5.016,1,0.0427,0.00165,0.0153,0.264,0.18,135.129,242733.0,4,8
Blanco White,We Know Who U R - Recorded at Spotify Studios NYC,,0.351,0.293,5.0,-11.491,0,0.029,0.688,0.0101,0.111,0.211,146.868,3.70471667,4,0
Nothing,Blue Line Baby,36.0,0.248,0.687,2.0,-6.233,1,0.0393,0.00224,0.85,0.0639,0.17,164.622,270853.0,4,10
Chapterhouse,Guilt,30.0,0.13,0.982,4.0,-8.215,0,0.0636,0.0014,0.734,0.644,0.136,154.94,253000.0,4,6
Superflat,Overcome,37.0,0.665,0.861,7.0,-6.808,1,0.209,0.00392,0.69,0.117,0.698,123.058,160976.0,4,6
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,29.0,0.605,0.772,1.0,-6.679,0,0.0262,0.298,1.96e-05,0.131,0.836,129.99,280360.0,4,10
deep tan,hollow scene,22.0,0.802,0.648,1.0,-8.515,1,0.08,0.386,0.00896,0.0934,0.857,106.057,183922.0,4,6
Angra,Wuthering Heights,50.0,0.503,0.681,10.0,-4.76,1,0.035,0.359,,0.384,0.402,119.861,279933.0,4,8
Abhi The Nomad,Tom Cruise,41.0,0.933,0.611,,-5.905,1,0.208,0.208,9.8e-06,0.102,0.583,122.097,153443.0,4,5
Republica,Ready to Go,49.0,0.559,0.952,7.0,-4.68,1,0.0544,0.000242,0.192,0.204,0.243,130.047,301533.0,4,1
Hudson Harris & Haim,Blue in Green,54.0,0.557,0.0593,10.0,-23.714,1,0.0383,0.827,0.772,0.108,0.15,117.939,3.831416667,4,7
Westlife,I Need You,2.0,0.667,0.717,,-5.056,1,0.0245,0.285,3.56e-06,0.0807,0.617,96.015,3.810666667,4,9
The Monks,Complication,34.0,0.476,0.731,,-7.658,1,0.148,0.484,0.000392,0.129,0.613,126.8,142613.0,4,6
Gary Numan,Cars,64.0,0.545,0.578,2.0,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,238907.0,4,6
Planes Mistaken For Stars,Copper and Stars,33.0,0.344,0.809,,-8.984,1,0.124,0.000563,0.288,0.0935,0.394,125.281,211653.0,4,10
John Moreland,Sallisaw Blue,44.0,0.395,0.866,7.0,-7.047,1,0.069,0.113,9.85e-06,0.112,0.835,150.768,237373.0,4,2
Soen,Martyrs,48.0,0.585,0.871,9.0,-7.041,0,0.0529,0.00231,0.019,0.0291,0.235,110.023,368188.0,4,8
Saweetie,Best Friend (feat. Doja Cat),89.0,0.84,0.766,4.0,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,155884.0,4,9
Nancy Wilson,4 Edward,33.0,0.725,0.403,2.0,-9.113,1,0.0471,0.726,0.859,0.096,0.232,119.947,103078.0,4,2
Franz Ferdinand,Ulysses,52.0,0.696,0.621,7.0,-5.716,1,0.0793,0.00504,0.000171,0.143,0.544,98.797,193573.0,4,10
Luke Smith,It's Time,37.0,0.764,0.384,7.0,-12.593,0,0.169,0.183,0.00951,0.653,0.765,74.988,322000.0,4,1
Phish,Water in the Sky,23.0,0.528,0.756,,-8.53,1,0.0289,0.322,0.36,0.0849,0.724,135.45,149240.0,4,10
Manal,Avellaneda Blues,30.0,0.559,0.598,2.0,-6.826,0,0.028,0.355,7.73e-05,0.109,0.228,101.482,333680.0,3,2
U2,I Still Haven't Found What I'm Looking For,76.0,0.564,0.774,1.0,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,4.62461667,4,10
Abhinav Saxena,Indian Sunrise,18.0,0.64,0.304,2.0,-10.41,1,0.0522,0.815,0.805,0.0943,0.291,119.316,153529.0,3,6
Fiendz YT,Speed in My Coffee,18.0,0.547,0.884,10.0,-5.676,0,0.064,0.00354,5.76e-06,0.408,0.356,89.987,206133.0,4,6
SoFaygo,Knock Knock,80.0,0.669,0.629,1.0,-6.032,0,0.0657,0.0485,,0.346,0.683,125.935,139729.0,4,5
Them,Gloria - Stereo Version,62.0,0.641,0.703,9.0,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800.0,4,6
NEEDTOBREATHE,Into The Mystery,,0.405,0.633,5.0,-7.646,1,0.0285,0.00188,0.00864,0.236,0.273,169.989,234678.0,4,1
Hadag Nahash,◊î◊û◊õ◊ï◊†◊î ◊©◊ú ◊î◊í◊®◊ï◊ë,22.0,0.829,0.693,5.0,-6.682,0,0.0768,0.0584,0.0211,0.0643,0.854,98.007,233227.0,4,5
Leon Bridges,Motorbike,68.0,0.721,0.485,5.0,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027,188617.0,4,9
"Megan Davies, Keelan Donovan",Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,57.0,0.62,0.403,1.0,-6.998,0,0.0393,0.636,,0.128,0.528,135.84,3.85023333,4,0
Tafia,Break The Bank feat. Meek Mill,46.0,0.784,0.453,10.0,-11.458,0,0.351,0.0159,,0.248,0.389,82.018,193902.0,4,5
Carlos Cipa,Surges (variation),47.0,0.41,0.0123,,-29.161,0,0.0419,0.993,0.9,0.0871,0.0355,119.505,320000.0,4,1
Year Of The Rabbit,Rabbit Hole,22.0,0.578,0.905,4.0,-3.582,1,0.107,0.00396,1.62e-05,0.0614,0.541,128.052,153427.0,4,10
"Bickram Ghosh, Kala Ramnath, Barry Phillips",Yatra,21.0,0.613,0.487,2.0,-10.833,1,0.0473,0.788,0.337,0.104,0.477,90.029,6.377783333,4,0
Rosie Flores,Simple Case of the Blues,38.0,0.65,0.63,11.0,-6.787,0,0.04,0.278,8.55e-05,0.119,0.74,107.69,218747.0,4,2
The Presidents Of The United States Of America,Peaches,64.0,0.417,0.849,1.0,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,171693.0,4,10
IDLES,Grounds,50.0,0.562,0.537,7.0,-6.273,0,0.073,0.00623,,0.316,0.465,100.757,188716.0,4,6
Saindhavi,Narayana Ninna Namada,15.0,0.49,0.63,6.0,-9.583,1,0.0404,0.755,0.00103,0.109,0.386,160.025,6.865116667,5,0
"Asha Bhosle, Mahendra Kapoor",Maine Ek Khwab Sa Dekha,10.0,0.451,0.103,3.0,-14.311,1,0.0341,0.969,0.0222,0.123,0.261,78.478,5.505316667,4,3
Rotting Christ,Œß Œû Œ£ - 666,47.0,0.39,0.758,3.0,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,348053.0,4,8
Chris Cornell,When Bad Does Good,51.0,0.142,0.657,1.0,-5.767,1,0.0423,0.039,,0.319,0.0377,179.119,265973.0,4,10
Demon Head,The Triumphal Chariot of Antimony,29.0,0.296,0.533,1.0,-6.588,1,0.0318,0.0119,0.216,0.0908,0.107,137.991,339053.0,4,8
Low Island,Feel Young Again,37.0,0.681,0.717,9.0,-8.112,0,0.0346,0.143,0.000299,0.409,0.177,124.048,222284.0,4,9
Omer Adam,◊®◊ó◊ï◊ß ◊û◊õ◊ï◊ú◊ù,45.0,0.804,0.492,9.0,-6.609,0,0.0511,0.674,,0.0923,0.856,120.063,175213.0,4,9
SAMI,Dom undrar (feat. K27 & Elias Abbas),27.0,0.659,0.527,11.0,-7.436,0,0.0469,0.427,,0.0752,0.553,144.915,196253.0,4,9
Wand,Scarecrow,37.0,0.631,0.883,9.0,-6.683,1,0.0567,0.242,0.454,0.11,0.38,108.005,317507.0,4,1
Nick Mulvey,Fever To The Form,65.0,0.358,0.546,,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,252960.0,3,9
Bass Drum of Death,Just Business,37.0,0.531,0.976,7.0,-7.339,1,0.0448,0.000175,7.39e-05,0.392,0.527,115.029,244800.0,4,10
Tokyo Incidents,Á∑ëÈÖí,56.0,0.4,0.856,1.0,-3.435,0,0.0499,0.0161,,0.193,0.541,166.752,245748.0,4,10
Erica Banks,Buss It,35.0,0.918,0.434,9.0,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,3.145583333,4,9
Y&T,I Believe In You,32.0,0.308,0.904,2.0,-3.92,0,0.0584,0.00741,0.00176,0.252,0.308,110.78,433360.0,4,10
Red Sun Rising,The Otherside,42.0,0.526,0.761,11.0,-6.151,1,0.0258,7.54e-05,0.907,0.109,0.282,100.057,216107.0,4,10
Backstreet Boys,New Love,46.0,0.839,0.54,,-6.814,1,0.0357,0.00786,2.75e-05,0.0589,0.718,119.981,3.00155,4,9
Immortal,Withstand The Fall Of Time,42.0,0.159,0.964,4.0,-4.452,0,0.0871,1.11e-06,0.302,0.0819,0.0567,133.026,509640.0,4,8
Night Tempo,Baby,33.0,0.949,0.696,1.0,-11.919,1,0.226,0.00154,0.0659,0.0878,0.558,127.995,240000.0,4,6
Story Untold,BMTH shxw,40.0,0.672,0.755,2.0,-5.003,1,0.0298,0.0207,7.93e-06,0.0605,0.323,139.974,165875.0,4,10
jxdn,Angels & Demons,75.0,0.554,0.8,8.0,-3.936,1,0.0395,0.119,,0.629,0.463,115.056,160120.0,4,5
Omer Adam,◊ë◊ì◊ô◊ï◊ß ◊õ◊û◊ï◊†◊ô,34.0,0.474,0.574,7.0,-5.614,0,0.036,0.48,,0.158,0.384,135.924,217173.0,4,9
Arcadia's Fate,The Only Man on Earth,22.0,0.467,0.901,11.0,-4.024,0,0.0755,0.00045,0.000272,0.411,0.223,91.979,206087.0,4,8
Lamine Cissokho,Folon,26.0,0.338,0.356,,-11.65,1,0.0325,0.874,0.842,0.121,0.493,79.298,5.145733333,4,7
Gucci Mane,Lil Story (feat. ScHoolboy Q),41.0,0.943,0.777,1.0,-4.273,1,0.2,0.00839,,0.278,0.711,135.0,170733.0,4,5
Earth Eater,Longclaw,28.0,0.466,0.965,1.0,-3.29,1,0.211,0.00112,0.0565,0.247,0.0591,99.971,320400.0,4,8
Brothers Osborne,Pushing Up Daisies (Love Alive),57.0,0.606,0.633,9.0,-7.19,1,0.032,0.152,0.000765,0.196,0.535,142.016,3.650216667,4,4
Motionless In White,LOUD (Fuck It),51.0,0.586,0.92,6.0,-3.969,0,0.104,0.00145,1.22e-05,0.0119,0.706,93.038,224516.0,4,10
Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",75.0,0.383,0.662,2.0,-5.162,1,0.0333,0.165,,0.248,0.138,121.154,298760.0,4,10
fanclubwallet,Bike Song,31.0,0.821,0.695,7.0,-5.841,1,0.042,0.0402,0.0312,0.0599,0.903,107.006,144667.0,4,6
Charlie Houston,Calls,37.0,0.87,0.41,8.0,-8.804,1,0.182,0.243,2.92e-05,0.127,0.576,83.974,171202.0,4,9
Syl Johnson,Who's Still in Love,9.0,0.749,0.857,,-6.188,1,0.0603,0.0709,0.000516,0.067,0.847,118.728,189093.0,4,2
ZZ Top,La Grange - 2005 Remaster,76.0,0.545,0.64,4.0,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480.0,4,10
DJ Jazzy Jeff & The Fresh Prince,Boom! Shake the Room,54.0,0.792,0.964,1.0,-5.405,1,0.154,0.0698,,0.302,0.621,99.771,226200.0,4,9
Stitched Up Heart,My Demon,45.0,0.473,0.927,6.0,-2.348,0,0.187,0.00415,9.82e-06,0.384,0.352,156.936,189773.0,4,8
Eels,Mr. E's Beautiful Blues - Remix,8.0,0.8,0.649,,-8.248,1,0.0293,0.453,0.000152,0.0804,0.864,114.074,234520.0,4,2
KBong,Foolish Fool,43.0,0.723,0.465,9.0,-7.554,1,0.0382,0.764,1.34e-05,0.452,0.372,120.026,270720.0,4,10
Sucker,Madeline Kenney,42.0,0.511,0.674,9.0,-9.536,1,0.0274,0.117,0.0105,0.129,0.663,173.949,4.72285,4,0
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",79.0,0.539,0.615,1.0,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693.0,4,9
King Gizzard & The Lizard Wizard,Honey,52.0,0.575,0.558,11.0,-10.254,1,0.0321,0.0518,0.276,0.118,0.826,155.894,273854.0,1,10
Holehearted,Forlorn,29.0,0.225,0.967,7.0,-2.785,1,0.247,0.000168,0.00119,0.693,0.255,189.557,173403.0,4,8
Garbage,Stupid Girl,58.0,0.632,0.76,1.0,-4.798,0,0.0342,0.00245,0.000466,0.0494,0.671,119.95,257758.0,4,10
Tiwa Savage,Koroba,55.0,0.85,0.645,11.0,-6.302,0,0.0611,0.358,1.12e-05,0.09,0.93,104.022,156454.0,4,9
Tessa Violet,Games,61.0,0.682,0.736,1.0,-5.004,1,0.0458,0.017,,0.14,0.812,150.021,209748.0,4,10
Alcest,La nuit marche avec moi,34.0,0.467,0.814,8.0,-4.917,0,0.0338,0.0362,0.17,0.147,0.321,126.014,298080.0,4,6
Blaenavon,some more good news (that's all we need),35.0,0.371,0.224,5.0,-13.249,1,0.0515,0.942,0.000277,0.109,0.237,151.571,225504.0,4,6
Munn,UTOP√çA,21.0,0.569,0.592,9.0,-9.99,0,0.0483,0.296,0.209,0.126,0.189,128.004,286000.0,4,6
Dirty Pretty Things,Bang Bang You're Dead,41.0,0.359,0.802,5.0,-2.945,1,0.0528,0.00687,1.54e-05,0.398,0.433,152.481,212200.0,4,1
JAY-Z,Hard Knock Life (Ghetto Anthem),68.0,0.884,0.679,10.0,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467.0,4,5
≈™la,strawberry cheeks,49.0,0.623,0.445,,-7.827,1,0.0331,0.716,,0.21,0.393,90.065,134724.0,3,9
John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",73.0,0.315,0.296,5.0,-13.262,1,0.0315,0.771,,0.702,0.435,173.509,263573.0,4,10
Scott Hamilton,Good Morning Heartache,45.0,0.526,0.17,9.0,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,5.368883333,4,7
Dudu Aharon,◊®◊ï◊û◊†◊ò◊ô ◊ê◊ï ◊°◊ô◊û◊§◊ò◊ô,18.0,0.706,0.937,5.0,-3.88,1,0.0444,0.0914,,0.323,0.729,127.99,239667.0,4,9
Fleetwood Mac,My Baby's Good to Me,28.0,0.51,0.683,9.0,-9.015,1,0.0383,0.19,,0.311,0.963,121.018,169693.0,4,2
Daniel Avery,Illusion Of Time - Teodor Wolgers Rework,35.0,0.293,0.229,8.0,-17.521,1,0.0333,0.994,0.956,0.0758,0.0952,111.949,215947.0,4,1
Boysetsfire,Empire,42.0,0.515,0.875,5.0,-3.061,1,0.065,0.0109,,0.455,0.383,107.603,219360.0,4,10
Arctic Monkeys,Snap Out Of It,73.0,0.728,0.638,5.0,-6.455,0,0.0336,0.249,,0.116,0.872,130.014,193030.0,4,1
Boris,Huge,25.0,0.217,0.373,3.0,-7.695,1,0.0473,0.0128,0.893,0.0769,0.154,114.364,554613.0,4,8
Superbloom,Mary on a Chain,26.0,0.399,0.949,11.0,-2.948,1,0.0514,4.2e-05,,0.34,0.456,128.048,180351.0,4,10
Wild Pink,The Shining but Tropical,40.0,0.501,0.792,4.0,-7.31,1,0.0255,0.00708,0.00318,0.67,0.645,88.014,291613.0,4,1
AURORA,Runaway,89.0,0.422,0.302,11.0,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827.0,4,1
Eric Johnson,Cliffs Of Dover - Instrumental,60.0,0.449,0.775,7.0,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,249768.0,4,10
INXS,Need You Tonight,69.0,0.795,0.63,10.0,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107.0,4,10
T Derose,Naughty,35.0,0.683,0.473,5.0,-10.159,0,0.0723,0.201,,0.212,0.154,139.998,152633.0,4,5
So Solid Crew,21 Seconds - Live Acoustic at BBC Radio 1 / 2001,23.0,0.669,0.673,9.0,-12.698,1,0.551,0.647,,0.527,0.902,105.577,302933.0,4,5
Medicine,Time Baby III,40.0,0.36,0.701,,-6.347,1,0.0267,0.0215,9.19e-06,0.134,0.725,172.043,231226.0,3,6
Radio 4,Enemies Like This,39.0,0.33,0.963,4.0,-1.163,0,0.0678,1.35e-06,0.509,0.194,0.593,160.004,261360.0,4,1
Dirty Heads,Bum Bum,57.0,0.608,0.801,2.0,-6.045,1,0.0664,0.0043,4.72e-06,0.316,0.373,180.084,239667.0,4,10
Trisha Yearwood,Shallow (The Duet with Garth Brooks and Trisha Yearwood),60.0,0.359,0.392,5.0,-7.879,1,0.0292,0.569,,0.112,0.369,95.494,3.697816667,4,4
Massimo Faraò Trio,Easy Living,9.0,0.523,0.188,5.0,-14.701,1,0.0345,0.609,0.597,0.285,0.0744,112.092,4.88755,4,7
Big Thief,Shark Smile - Edit,59.0,0.688,0.737,6.0,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4,1
Palehound,How Long,34.0,0.571,0.695,11.0,-5.785,1,0.0579,0.373,,0.133,0.304,100.648,100572.0,4,1
A Day To Remember,Mindreader,62.0,0.458,0.949,,-3.243,1,0.115,0.000385,,0.306,0.518,164.073,173520.0,4,10
"Jatin-Lalit, Asha Bhosle, Udit Narayan",Ajnabi Mujhko Itna Bata,46.0,0.535,0.727,5.0,-4.532,0,0.0442,0.768,3.86e-05,0.0713,0.621,98.23,6.23,4,3
Caspian,Echo and Abyss,34.0,0.407,0.682,10.0,-9.066,1,0.0431,0.00215,0.899,0.0618,0.0519,122.011,344587.0,4,6
Fleetwood Mac,You Make Loving Fun - 2004 Remaster,62.0,0.625,0.591,7.0,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,213693.0,4,10
IBY,Drop In the Water,,0.845,0.33,7.0,-10.74,0,0.119,0.6,0.199,0.136,0.623,117.996,235680.0,4,9
D:Ream,Things Can Only Get Better,60.0,0.671,0.74,10.0,-12.43,0,0.0389,0.122,,0.196,0.102,125.0,258000.0,4,9
Jimmy Cliff,"Wonderful World, Beautiful People - Single Version",58.0,0.767,0.568,2.0,-8.516,1,0.0261,0.00382,,0.0448,0.901,105.571,194867.0,4,10
Frankie Goes To Hollywood,Relax,71.0,0.676,0.695,11.0,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800.0,4,9
Kishore Kumar,Zindagi Ki Yahi Reet Hai,42.0,0.349,0.744,5.0,-8.625,1,0.0468,0.646,5.95e-06,0.262,0.749,93.584,5.22355,4,3
Deftones,Swerve City,54.0,0.457,0.964,10.0,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987.0,4,8
In The Whale,Drug Dealer,32.0,0.275,0.933,2.0,-5.14,0,0.0879,6.86e-05,0.0457,0.206,0.164,100.47,169284.0,4,10
Wither,Feel Your Weight,21.0,0.287,0.95,11.0,-5.716,1,0.148,2.65e-05,0.000278,0.0372,0.208,110.977,138840.0,4,8
Chapterhouse,Falling Down,32.0,0.459,0.836,9.0,-7.637,1,0.0378,1.77e-05,0.457,0.146,0.547,101.977,236373.0,4,6
galen tipton,Courageous Grieving,30.0,0.721,0.759,11.0,-7.9,0,0.208,0.0125,0.67,0.061,0.369,160.025,246000.0,4,6
Ana Egge,Cocaine Cowboys,17.0,0.561,0.209,1.0,-10.966,1,0.0347,0.893,9.15e-05,0.132,0.394,79.587,235000.0,4,1
"Sadhana Sargam, Sonali","Hanste Hanste Kat Jaye Raaste, Pt. 2",30.0,0.449,0.541,7.0,-10.609,0,0.0359,0.483,0.000328,0.324,0.725,103.689,4.073783333,4,3
BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),73.0,0.784,0.539,7.0,-8.938,0,0.274,0.0818,,0.106,0.576,149.059,202560.0,4,9
Al Foster,Our Son,48.0,0.482,0.101,8.0,-18.914,0,0.0333,0.965,0.00335,0.125,0.189,105.719,2.704666667,4,7
Rise Against,"Broken Dreams, Inc.",56.0,0.324,0.976,1.0,-5.231,1,0.12,0.000113,,0.293,0.463,166.939,231938.0,4,6
Catfish and the Bottlemen,7,66.0,0.531,0.711,10.0,-4.933,1,0.0398,0.000204,0.00291,0.108,0.279,155.068,256307.0,4,10
Moose Blood,It's Too Much,50.0,0.532,0.598,8.0,-5.826,0,0.0276,1.32e-05,2.33e-05,0.0729,0.133,92.036,236560.0,4,10
Muse,Uprising,75.0,0.602,0.905,2.0,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840.0,4,10
Zero 9:36,In My Hands,49.0,0.411,0.889,,-4.224,0,0.155,0.000664,,0.139,0.589,196.163,164191.0,4,10
The Black Keys,Crawling Kingsnake - Edit,56.0,0.395,0.824,5.0,-5.659,0,0.0317,0.0516,0.395,0.206,0.514,83.422,232049.0,4,2
Hyro The Hero,We Believe (feat. David Draiman),49.0,0.513,0.874,2.0,-4.902,0,0.208,0.00166,,0.0647,0.2,149.823,198358.0,4,10
TOTO,Rosanna,72.0,0.365,0.513,7.0,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200.0,4,10
Kadavar,Black Sun,39.0,0.207,0.867,2.0,-2.062,1,0.0731,0.0818,0.0852,0.26,0.471,175.941,373000.0,3,10
Exodus,The Toxic Waltz,53.0,0.262,0.988,11.0,-4.922,0,0.253,0.00655,0.897,0.132,0.227,91.319,290280.0,4,8
Andromida,Dystopia Foretold,42.0,0.527,0.936,1.0,-4.196,1,0.0444,2.79e-06,0.941,0.132,0.527,133.005,243722.0,4,8
Meshuggah,New Millennium Cyanide Christ,49.0,0.359,0.968,10.0,-5.168,0,0.121,0.000209,0.00309,0.148,0.154,152.511,335667.0,4,8
Ravi Chary,Funk Jog,6.0,0.582,0.662,,-8.493,1,0.0346,0.282,0.504,0.0615,0.381,140.075,4.78,4,0
Bettye LaVette,The High Road,16.0,0.649,0.448,8.0,-7.6,1,0.0278,0.785,0.00192,0.0953,0.36,80.521,269533.0,3,2
Del Shannon,Runaway,60.0,0.594,0.533,10.0,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,2.28845,4,10
Eskiz,Aborjinin T√ºrk√ºs√º,21.0,0.588,0.747,7.0,-6.064,1,0.0498,0.116,7.2e-05,0.244,0.263,138.067,249000.0,4,10
La Roux,Bulletproof,72.0,0.674,0.882,3.0,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733.0,4,9
Gretchen Wilson,Here for the Party,65.0,0.656,0.717,,-4.871,1,0.0279,0.0127,1.22e-05,0.904,0.809,123.988,3.279333333,4,4
The Walkmen,The Rat,57.0,0.167,0.921,6.0,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227.0,4,6
Young Stoner Life,Ski,82.0,0.953,0.621,8.0,-7.638,0,0.221,0.017,,0.0398,0.883,123.016,152333.0,4,9
Ketan Mohite,Space Trip,18.0,0.484,0.552,2.0,-13.993,1,0.034,0.00344,0.881,0.0902,0.231,149.984,134400.0,4,6
Eden Derso,◊™◊û◊ô◊ì,24.0,0.759,0.643,,-6.886,1,0.271,0.372,1.34e-05,0.226,0.638,176.068,132955.0,4,5
As I Lay Dying,My Own Grave,62.0,0.477,0.994,5.0,-4.953,0,0.241,0.000115,0.0129,0.0534,0.0397,125.058,253318.0,4,8
Moonshine,Ginseng,29.0,0.792,0.946,7.0,-4.582,1,0.183,0.292,0.689,0.188,0.44,131.056,179542.0,4,1
Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),68.0,0.666,0.723,6.0,-5.104,0,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733.0,4,1
Orions Belte,Conversaciones,34.0,0.596,0.54,4.0,-8.379,1,0.0306,0.0293,0.125,0.206,0.498,109.684,197886.0,4,6
Sleepy Hallow,2055,72.0,0.775,0.518,6.0,-5.857,0,0.311,0.455,,0.121,0.646,161.011,123987.0,4,5
The Wreckers,Leave the Pieces,57.0,0.514,0.679,6.0,-6.117,1,0.0273,0.0255,,0.0594,0.496,164.109,3.503883333,4,4
"Black Country, New Road",Science Fair,48.0,0.555,0.667,2.0,-9.73,1,0.0626,0.0672,0.264,0.382,0.253,126.132,380093.0,4,6
Catholic Action,Black & White,26.0,0.49,0.784,1.0,-8.057,0,0.0531,0.0235,6.42e-05,0.189,0.58,132.549,210238.0,4,10
Jacques Dutronc,"Mini, mini, mini",34.0,0.773,0.483,9.0,-9.303,1,0.0818,0.0166,,0.0907,0.755,166.116,114773.0,4,6
J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),82.0,0.583,0.625,1.0,-8.011,1,0.277,0.506,,0.196,0.516,89.812,266291.0,4,5
Bratty,tdbn,53.0,0.594,0.681,1.0,-8.67,0,0.038,0.0548,0.19,0.0786,0.65,76.972,199173.0,4,6
Emarosa,The Past Should Stay Dead,49.0,0.386,0.941,6.0,-2.168,1,0.0515,0.00055,,0.14,0.483,90.913,273653.0,4,10
Duke Pearson,Ready Rudy?,30.0,0.534,0.449,5.0,-9.1,1,0.0363,0.779,0.000833,0.147,0.607,81.065,358747.0,4,2
B√òRNS,Electric Love,84.0,0.611,0.797,6.0,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,4,9
Foxing,Go Down Together,52.0,0.736,0.454,8.0,-9.339,1,0.0266,0.0746,0.121,0.339,0.396,113.994,195707.0,4,1
Ozzy Osbourne,Crazy Train,20.0,0.453,0.905,9.0,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,4.93666667,4,10
The Vintage Caravan,Whispers,32.0,0.259,0.976,11.0,-4.654,0,0.1,1.17e-05,0.0355,0.2,0.283,149.351,224956.0,4,10
Little Walter,My Babe - Single Version,10.0,0.683,0.347,5.0,-10.37,1,0.053,0.871,,0.186,0.81,157.636,160293.0,4,2
"Matt Hartke, Maggie Peake",Gold,52.0,0.641,0.415,10.0,-8.212,1,0.0294,0.69,,0.0977,0.34,128.091,4.28125,4,0
Judas Priest,Breaking the Law,70.0,0.362,0.961,2.0,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840.0,4,8
ZZ Top,Legs - 2008 Remaster,63.0,0.611,0.946,4.0,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,4.56511667,4,10
Shekel,◊ô◊ú◊ì ◊¢◊ô◊ß◊©,25.0,0.833,0.727,2.0,-5.387,1,0.198,0.0485,,0.12,0.414,104.985,188047.0,4,5
Jillian Jacqueline,Reasons - Acoustic,,0.446,0.388,4.0,-6.201,1,0.0405,0.814,,0.119,0.581,175.154,3.08066667,4,0
Beastie Boys,"Hold It Now, Hit It",48.0,0.791,0.738,6.0,-8.768,0,0.355,0.0123,,0.351,0.891,95.3,206213.0,4,5
Evanescence,Better Without You,52.0,0.516,0.95,9.0,-3.857,0,0.127,0.000356,0.295,0.0828,0.321,151.989,245517.0,4,10
24kGoldn,Mood (feat. iann dior),91.0,0.701,0.716,7.0,-3.671,0,0.0361,0.174,,0.324,0.732,91.007,140533.0,4,9
ILLENIUM,Sideways,73.0,0.481,0.727,5.0,-5.861,1,0.0492,0.0564,1.01e-06,0.249,0.392,141.899,251831.0,4,9
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),74.0,0.817,0.781,7.0,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707.0,4,9
Matt Maltese,Mystery,,0.609,0.339,2.0,-8.745,1,0.0252,0.862,0.142,0.189,0.229,78.481,223467.0,4,6
Roy Orbison,"Oh, Pretty Woman",74.0,0.619,0.603,9.0,-9.481,1,0.0342,0.712,,0.0721,0.958,127.433,178933.0,4,10
